FDT_STA_ID,MonthNum,Mean,Min,Max,Nobs,Month,key,model_slope,model_MAD,model_pval
8-NAR054.17,6,27.513529411764704,24.71,30.8,17,June,8-NAR054.17_6,-0.0860757575757577,0.17661584818181794,0.03479003906250001
8-NAR054.17,7,30.4975,28.3,31.84,16,July,8-NAR054.17_7,0.05998809523809534,0.09892972083333346,0.009185791015625003
8-NAR054.17,8,29.556842105263158,27.76,31.2,19,August,8-NAR054.17_8,-8.636363636372575e-4,0.04114074602272859,0.98432159423828125
8-NAR054.17,9,26.99125,24.5,31.91,16,September,8-NAR054.17_9,0.16675757575757544,0.1386304006818182,0.0016784667968750007
8-NAR054.17,10,19.925882352941176,15.9,25.06,17,October,8-NAR054.17_10,0.2638071428571427,0.21971073000000013,3.051757812500001e-5
9-NEW087.14,5,20.763125,13.7,25.9,32,May,9-NEW087.14_5,0.0554374999999999,0.0908754375,0.19655908923596146
9-NEW087.14,6,24.191794871794873,6,28.8,39,June,9-NEW087.14_6,0.02754094827586213,0.06739759008620681,0.16676574353914486
9-NEW087.14,7,27.07611111111111,23.33,29.4,36,July,9-NEW087.14_7,0.015750000000000004,0.05754262051282058,0.5878025260677586
9-NEW087.14,8,26.470714285714287,23.8,29.61,42,August,9-NEW087.14_8,0.004366666666666556,0.06692583935483867,0.2204309520633764
9-NEW087.14,9,23.631724137931034,20,27.4,29,September,9-NEW087.14_9,-0.025408653846153744,0.07084041136877796,0.7332091443240641
9-NEW087.14,10,19.043333333333333,15,24,33,October,9-NEW087.14_10,0.015561094452773549,0.03953843185205634,0.24908834253437886
9-NEW089.34,5,20.804375,14.3,25.9,32,May,9-NEW089.34_5,0.01094444444444436,0.11294258533333328,0.5310251581441103
9-NEW089.34,6,24.54736842105263,7.8,28.4,38,June,9-NEW089.34_6,0.05689999999999991,0.07364197750000034,0.03301353913849502
9-NEW089.34,7,26.831666666666667,23.2,28.67,36,July,9-NEW089.34_7,-0.0256388888888888,0.0642202807641636,0.09123613063238019
9-NEW089.34,8,26.268048780487806,19.8,28.8,41,August,9-NEW089.34_8,0.01435457516339866,0.07471625686274502,0.44858183588075923
9-NEW089.34,9,23.68,20.6,26.63,28,September,9-NEW089.34_9,0.017756302521008356,0.05952961304347848,0.0396635150333936
9-NEW089.34,10,19.000588235294117,15,23.8,34,October,9-NEW089.34_10,0.03399313186813181,0.0331046492521367,0.0026207320128330026
9-NEW092.66,5,20.843548387096774,13.5,25.8,31,May,9-NEW092.66_5,0.060923809523809505,0.18315228499999997,0.19539688713848588
9-NEW092.66,6,24.402631578947368,7.8,28.2,38,June,9-NEW092.66_6,0.0333901515151515,0.06527371136363656,0.06136688069276035
9-NEW092.66,7,26.982777777777777,23.89,28.96,36,July,9-NEW092.66_7,0.009814102564102534,0.08303164790209797,0.7713154941531665
9-NEW092.66,8,26.48512195121951,23.89,29,41,August,9-NEW092.66_8,0.012388888888888793,0.06025121666666636,0.8274844261859472
9-NEW092.66,9,23.751,20.8,27,30,September,9-NEW092.66_9,0.020507905138339937,0.08285562898163215,0.12291177665640801
9-NEW092.66,10,19.148235294117647,15,23.6,34,October,9-NEW092.66_10,0.01688095238095242,0.06896051111111104,0.19056250608991834
9-NEW098.32,5,20.291,14.9,25.4,60,May,9-NEW098.32_5,-8.008534850639643e-4,0.06611041749069113,0.35172799338587823
9-NEW098.32,6,24.119333333333334,17,29,60,June,9-NEW098.32_6,0.030354312354312293,0.053761947778028354,4.6790613718768897e-4
9-NEW098.32,7,26.8675,24.3,30.38,64,July,9-NEW098.32_7,-0.00538895315211105,0.04283076194331989,0.361320360804036
9-NEW098.32,8,26.341311475409835,23.8,28.59,61,August,9-NEW098.32_8,-3.9999999999992044e-4,0.03363568173913047,0.7793791107875292
9-NEW098.32,9,23.64396551724138,18.6,26.86,58,September,9-NEW098.32_9,-0.002158080808080792,0.05471053195804203,0.6166891895931564
9-NEW098.32,10,18.380344827586207,14,23.2,58,October,9-NEW098.32_10,-0.0032306397306397284,0.11525307242647054,0.6202386633213364
9-PKC000.00,5,21.102962962962962,14.2,25.6,27,May,9-PKC000.00_5,0.09888888888888894,0.11415505208333328,0.005465239286422729
9-PKC000.00,6,25.508,18,28.5,30,June,9-PKC000.00_6,0.07588186813186812,0.07064143913043489,3.2540932843145825e-5
9-PKC000.00,7,27.224642857142857,25.3,29.25,28,July,9-PKC000.00_7,0.0397916666666666,0.08064285000000004,0.0015547871589660668
9-PKC000.00,8,26.693125,24,28.8,32,August,9-PKC000.00_8,0.05876249999999996,0.030099370564515948,6.543250923075635e-5
9-PKC000.00,9,23.903913043478262,20.6,26.97,23,September,9-PKC000.00_9,0.07981111111111094,0.11177980333333308,0.0030708312988281246
9-PKC000.00,10,19.497666666666667,16.1,23.89,30,October,9-PKC000.00_10,0.0034722222222222225,0.062455475384615336,0.9344258803086289
9-PKC004.16,5,21.384444444444444,15.4,26.5,27,May,9-PKC004.16_5,0.01595833333333315,0.16262268750000036,0.952893167734146
9-PKC004.16,6,25.651666666666667,18.4,28.4,30,June,9-PKC004.16_6,0.015625,0.08430290732323231,0.15581434863817367
9-PKC004.16,7,27.385357142857142,25.4,29.1,28,July,9-PKC004.16_7,0.024791666666666608,0.030269749999999884,0.002189120279685044
9-PKC004.16,8,26.845,24,29.3,32,August,9-PKC004.16_8,-0.0019513888888887203,0.035296532111436976,0.9338707919232548
9-PKC004.16,9,23.83304347826087,21.3,26.9,23,September,9-PKC004.16_9,0.09163636363636352,0.11644507272727245,4.75168228149414e-4
9-PKC004.16,10,19.050666666666668,15.61,23.6,30,October,9-PKC004.16_10,-0.028194117647058987,0.08245166352941204,0.03590284081166454
