ftype,fcode,hydrographic_status,permanent_identifier,gnis_name,gnis_id,fdate,elevation,reachcode,county,area_ha,area_km2
390 (Lake/Pond),43613,Unknown,135653476,NA,NA,2005-05-17T10:24:05Z,NA,02080206014155,Chesterfield,1.42,0.01
390 (Lake/Pond),39004,Perennial,62587542,NA,NA,2002-11-27T00:00:00Z,NA,02080205004511,Henrico,1.42,0.01
390 (Lake/Pond),39004,Perennial,135653348,NA,NA,2005-05-17T10:58:58Z,NA,02080206015331,Henrico,1.42,0.01
390 (Lake/Pond),39004,Perennial,{937CAFE6-4EF8-40FB-94E7-40DA075A17F1},NA,NA,2012-10-16T00:00:00Z,NA,02080207113364,Chesterfield,1.41,0.01
390 (Lake/Pond),39004,Perennial,{0331DAC9-3BC0-425C-9146-5510AE894C04},NA,NA,2012-10-16T00:00:00Z,NA,02080207113375,Chesterfield,1.41,0.01
390 (Lake/Pond),39004,Perennial,{F99F5EBD-3EEB-424D-9468-A801C7DE6010},NA,NA,2012-07-25T00:00:00Z,NA,02080206016631,Henrico,1.4,0.01
390 (Lake/Pond),39004,Perennial,61496251,NA,NA,2002-11-15T00:00:00Z,NA,02080207008759,Chesterfield,1.4,0.01
390 (Lake/Pond),39004,Perennial,135652965,Valley Mill Pond,01760439,2005-05-17T10:50:10Z,NA,02080206015047,Henrico,1.39,0.01
390 (Lake/Pond),39004,Perennial,{DCB40C8A-DEE6-4C58-9400-A94572B6AF2F},NA,NA,2012-10-16T00:00:00Z,NA,02080207113233,Chesterfield,1.39,0.01
390 (Lake/Pond),39004,Perennial,135653188,NA,NA,2005-05-17T10:54:55Z,NA,02080206015204,Henrico,1.38,0.01
390 (Lake/Pond),39004,Perennial,135653170,NA,NA,2005-05-17T10:54:39Z,NA,02080206015195,Chesterfield,1.37,0.01
390 (Lake/Pond),43609,Unknown,135653069,NA,NA,2005-05-17T10:22:04Z,NA,02080206014080,Chesterfield,1.36,0.01
390 (Lake/Pond),39004,Perennial,135652872,NA,NA,2005-05-17T10:47:41Z,NA,02080206014961,Henrico,1.36,0.01
390 (Lake/Pond),39004,Perennial,{56D4E1F9-2560-4285-80B9-B60C24ABC0FD},NA,NA,2012-07-25T00:00:00Z,NA,02080206016835,Chesterfield,1.36,0.01
390 (Lake/Pond),39004,Perennial,135652936,NA,NA,2005-05-17T10:49:22Z,NA,02080206015020,Henrico,1.36,0.01
390 (Lake/Pond),39004,Perennial,135652746,NA,NA,2005-05-17T10:44:21Z,NA,02080206014851,Henrico,1.35,0.01
390 (Lake/Pond),39004,Perennial,62589840,NA,NA,2002-11-27T00:00:00Z,NA,02080205005416,Chesterfield,1.35,0.01
390 (Lake/Pond),39004,Perennial,{56BC81DC-5E3B-49AC-823D-2B1D3FCBC62B},NA,NA,2012-10-16T00:00:00Z,NA,02080207113534,Chesterfield,1.34,0.01
390 (Lake/Pond),39004,Perennial,62587726,NA,NA,2012-05-30T00:00:00Z,NA,02080205001504,Henrico,1.33,0.01
390 (Lake/Pond),39004,Perennial,135653385,NA,NA,2005-05-17T10:59:57Z,NA,02080206015361,Chesterfield,1.33,0.01
390 (Lake/Pond),39004,Perennial,135652980,NA,NA,2012-07-25T00:00:00Z,NA,02080206015062,Chesterfield,1.33,0.01
390 (Lake/Pond),39004,Perennial,61496293,NA,NA,2002-11-15T00:00:00Z,NA,02080207008776,Chesterfield,1.33,0.01
390 (Lake/Pond),39004,Perennial,135652907,NA,NA,2005-05-17T10:48:37Z,NA,02080206014993,Chesterfield,1.32,0.01
390 (Lake/Pond),39004,Perennial,135653431,NA,NA,2005-05-17T11:00:49Z,NA,02080206015390,Chesterfield,1.32,0.01
390 (Lake/Pond),39004,Perennial,61500487,NA,NA,2012-10-16T00:00:00Z,NA,02080207012927,Chesterfield,1.32,0.01
390 (Lake/Pond),39004,Perennial,{9571797F-FDDF-4EAE-BFEE-6571223F647F},NA,NA,2012-07-25T00:00:00Z,NA,02080206016861,Chesterfield,1.3,0.01
390 (Lake/Pond),39004,Perennial,135653052,NA,NA,2005-05-17T10:52:19Z,NA,02080206015123,Chesterfield,1.3,0.01
390 (Lake/Pond),39004,Perennial,135652635,NA,NA,2005-05-17T10:41:35Z,NA,02080206014759,Henrico,1.29,0.01
390 (Lake/Pond),39009,Perennial; Average Water Elevation,135652405,NA,NA,2005-05-17T10:35:45Z,61.9,02080206014579,Henrico,1.28,0.01
390 (Lake/Pond),39004,Perennial,61495923,NA,NA,2002-11-15T00:00:00Z,NA,02080207008631,Chesterfield,1.28,0.01
390 (Lake/Pond),39004,Perennial,135653288,NA,NA,2005-05-17T10:57:26Z,NA,02080206015283,Henrico,1.27,0.01
390 (Lake/Pond),39004,Perennial,61495807,NA,NA,2002-11-15T00:00:00Z,NA,02080207008585,Chesterfield,1.27,0.01
390 (Lake/Pond),39004,Perennial,61496427,NA,NA,2002-11-15T00:00:00Z,NA,02080207008836,Chesterfield,1.27,0.01
390 (Lake/Pond),39004,Perennial,{B296E1FC-41C5-48F5-9AB6-D6C94EF05C7E},NA,NA,2012-10-16T00:00:00Z,NA,02080207113314,Chesterfield,1.27,0.01
390 (Lake/Pond),39004,Perennial,135653326,NA,NA,2005-05-17T10:58:24Z,NA,02080206015314,Chesterfield,1.25,0.01
390 (Lake/Pond),39004,Perennial,{2B3EAB26-8272-4789-A029-7A2C3F2BD29C},NA,NA,2012-10-16T00:00:00Z,NA,02080207113202,Chesterfield,1.25,0.01
390 (Lake/Pond),39004,Perennial,135652576,NA,NA,2005-05-17T10:40:12Z,NA,02080206014721,Henrico,1.24,0.01
390 (Lake/Pond),43613,Unknown,62589116,NA,NA,2002-11-27T00:00:00Z,NA,02080205004257,Richmond City,1.24,0.01
390 (Lake/Pond),39004,Perennial,61495853,NA,NA,2012-10-16T00:00:00Z,NA,02080207008605,Chesterfield,1.23,0.01
390 (Lake/Pond),39001,Intermittent,{4D4241E5-70A1-4A5F-9505-B13B999F0F4B},NA,NA,2012-07-25T00:00:00Z,NA,02080206016694,Henrico,1.23,0.01
390 (Lake/Pond),39004,Perennial,62589080,NA,NA,2002-11-27T00:00:00Z,NA,02080205005142,Henrico,1.22,0.01
390 (Lake/Pond),39004,Perennial,135653046,NA,NA,2005-05-17T10:52:10Z,NA,02080206015119,Henrico,1.21,0.01
390 (Lake/Pond),39004,Perennial,135652312,NA,NA,2005-05-17T10:33:18Z,NA,02080206014490,Henrico,1.21,0.01
390 (Lake/Pond),39004,Perennial,NA,NA,NA,NA,NA,NA,Richmond City,1.21,0.01
390 (Lake/Pond),43613,Unknown,135653487,NA,NA,2005-05-17T10:24:15Z,NA,02080206014161,Chesterfield,1.2,0.01
390 (Lake/Pond),39004,Perennial,135652769,NA,NA,2005-05-17T10:44:57Z,NA,02080206014873,Henrico,1.2,0.01
390 (Lake/Pond),39004,Perennial,135653139,NA,NA,2005-05-17T10:54:05Z,NA,02080206015177,Henrico,1.19,0.01
390 (Lake/Pond),39004,Perennial,{4152C4B2-4986-4547-873A-3362050A8F1E},NA,NA,2012-07-25T00:00:00Z,NA,02080206016749,Henrico,1.19,0.01
390 (Lake/Pond),39004,Perennial,{0C8B0A9C-BE86-430B-892A-D15B3936FEFE},NA,NA,2012-07-25T00:00:00Z,NA,02080206016699,Henrico,1.19,0.01
390 (Lake/Pond),39004,Perennial,61495967,NA,NA,2002-11-15T00:00:00Z,NA,02080207008647,Chesterfield,1.18,0.01
390 (Lake/Pond),39004,Perennial,61497435,Pamplins Pond,01472032,2002-11-15T00:00:00Z,NA,02080207009229,Chesterfield,1.18,0.01
390 (Lake/Pond),39004,Perennial,61495073,NA,NA,2002-11-15T00:00:00Z,NA,02080207008249,Chesterfield,1.18,0.01
390 (Lake/Pond),39004,Perennial,61495687,NA,NA,2002-11-15T00:00:00Z,NA,02080207008531,Chesterfield,1.18,0.01
390 (Lake/Pond),39004,Perennial,135653180,NA,NA,2005-05-17T10:54:50Z,NA,02080206015200,Chesterfield,1.18,0.01
390 (Lake/Pond),39004,Perennial,{15B0C5F7-4CD5-4430-BAD4-14E04E664E26},NA,NA,2012-07-25T00:00:00Z,NA,02080206016832,Chesterfield,1.18,0.01
390 (Lake/Pond),39004,Perennial,61495637,NA,NA,2002-11-15T00:00:00Z,NA,02080207008509,Chesterfield,1.17,0.01
390 (Lake/Pond),39009,Perennial; Average Water Elevation,61496213,NA,NA,2002-11-15T00:00:00Z,77.7,02080207008743,Chesterfield,1.17,0.01
390 (Lake/Pond),39004,Perennial,{91F7921C-F1B1-4BC0-AF8C-7C49689B5FDA},NA,NA,2012-10-16T00:00:00Z,NA,02080207113512,Chesterfield,1.17,0.01
390 (Lake/Pond),39004,Perennial,{5B312D0C-1D1B-4FA2-9C48-1C7DAE3BDF0D},NA,NA,2012-10-16T00:00:00Z,NA,02080207113513,Chesterfield,1.17,0.01
390 (Lake/Pond),39004,Perennial,{8B95E511-8FCF-4CA3-AE42-D8247C6035C3},NA,NA,2012-10-16T00:00:00Z,NA,02080207113221,Chesterfield,1.17,0.01
390 (Lake/Pond),43624,Unknown,61496813,NA,NA,2002-11-15T00:00:00Z,NA,02080207002522,Chesterfield,1.16,0.01
390 (Lake/Pond),39004,Perennial,135652791,NA,NA,2005-05-17T10:45:34Z,NA,02080206014893,Henrico,1.15,0.01
390 (Lake/Pond),39004,Perennial,{C6B98381-9BAB-4BBC-A092-F3F8FEE47F66},NA,NA,2012-07-25T00:00:00Z,NA,02080206016760,Henrico,1.15,0.01
390 (Lake/Pond),39004,Perennial,{B10461B5-A36B-45FD-BAB8-8ABB30866CD7},NA,NA,2012-07-25T00:00:00Z,NA,02080206016740,Henrico,1.15,0.01
390 (Lake/Pond),39004,Perennial,{79253B73-0022-4BC7-944F-20A8C9E76C5B},NA,NA,2012-10-16T00:00:00Z,NA,02080207113205,Chesterfield,1.15,0.01
390 (Lake/Pond),39004,Perennial,61495761,NA,NA,2012-10-16T00:00:00Z,NA,02080207008566,Chesterfield,1.14,0.01
390 (Lake/Pond),43612,Unknown,135652681,NA,NA,2005-05-17T10:21:38Z,NA,02080206014065,Richmond City,1.13,0.01
390 (Lake/Pond),43613,Unknown,62589120,NA,NA,2002-11-27T00:00:00Z,NA,02080205004258,Richmond City,1.13,0.01
390 (Lake/Pond),39004,Perennial,61496853,NA,NA,2002-11-15T00:00:00Z,NA,02080207009027,Chesterfield,1.12,0.01
390 (Lake/Pond),43609,Unknown,135653066,NA,NA,2005-05-17T10:22:03Z,NA,02080206014079,Chesterfield,1.12,0.01
390 (Lake/Pond),39004,Perennial,{2385B592-9F14-4132-B0E0-C205B24ACA8F},NA,NA,2012-07-25T00:00:00Z,NA,02080206016747,Henrico,1.12,0.01
390 (Lake/Pond),39004,Perennial,61496363,NA,NA,2002-11-15T00:00:00Z,NA,02080207008803,Chesterfield,1.11,0.01
390 (Lake/Pond),39004,Perennial,{8A646C41-65C3-4B85-94F1-4B7EDE8744AB},NA,NA,2012-07-25T00:00:00Z,NA,02080206016775,Henrico,1.11,0.01
390 (Lake/Pond),39004,Perennial,61495023,NA,NA,2002-11-15T00:00:00Z,NA,02080207008225,Chesterfield,1.11,0.01
390 (Lake/Pond),39004,Perennial,61496473,NA,NA,2002-11-15T00:00:00Z,NA,02080207008858,Chesterfield,1.11,0.01
390 (Lake/Pond),39004,Perennial,61495347,NA,NA,2012-10-16T00:00:00Z,NA,02080207008375,Chesterfield,1.1,0.01
390 (Lake/Pond),39004,Perennial,135653561,NA,NA,2010-07-30T06:29:00Z,NA,02080207011190,Chesterfield,1.1,0.01
390 (Lake/Pond),39004,Perennial,61496753,NA,NA,2002-11-15T00:00:00Z,NA,02080207008976,Chesterfield,1.1,0.01
390 (Lake/Pond),39004,Perennial,{B005A423-AB58-4D9F-BF55-BDBF1F47E012},NA,NA,2012-07-25T00:00:00Z,NA,02080206016750,Henrico,1.1,0.01
390 (Lake/Pond),39004,Perennial,62589416,NA,NA,2002-11-27T00:00:00Z,NA,02080205005243,Richmond City,1.1,0.01
390 (Lake/Pond),39004,Perennial,135653004,NA,NA,2005-05-17T10:51:11Z,NA,02080206015087,Chesterfield,1.09,0.01
390 (Lake/Pond),39004,Perennial,61496471,NA,NA,2002-11-15T00:00:00Z,NA,02080207008857,Chesterfield,1.09,0.01
390 (Lake/Pond),39004,Perennial,135653152,NA,NA,2005-05-17T10:54:24Z,NA,02080206015188,Henrico,1.08,0.01
390 (Lake/Pond),39004,Perennial,61495647,NA,NA,2002-11-15T00:00:00Z,NA,02080207008514,Chesterfield,1.07,0.01
390 (Lake/Pond),43609,Unknown,135653074,NA,NA,2005-05-17T10:22:06Z,NA,02080206014081,Chesterfield,1.07,0.01
390 (Lake/Pond),39004,Perennial,61497095,NA,NA,2002-11-15T00:00:00Z,NA,02080207009126,Chesterfield,1.07,0.01
390 (Lake/Pond),39004,Perennial,62589578,NA,NA,2002-11-27T00:00:00Z,NA,02080205001585,Chesterfield,1.07,0.01
390 (Lake/Pond),39004,Perennial,{E80485DA-22AF-4D89-80AE-D3FD4CFEBAB9},NA,NA,2012-10-16T00:00:00Z,NA,02080207113376,Chesterfield,1.07,0.01
390 (Lake/Pond),39004,Perennial,135653441,NA,NA,2005-05-17T11:01:05Z,NA,02080206015397,Chesterfield,1.06,0.01
390 (Lake/Pond),39009,Perennial; Average Water Elevation,135652729,NA,NA,2012-07-25T00:00:00Z,43.3,02080206014838,Henrico,1.06,0.01
390 (Lake/Pond),39004,Perennial,{BCDCF721-08CB-4BF3-B817-A03736FD5C29},NA,NA,2012-10-16T00:00:00Z,NA,02080207012916,Chesterfield,1.06,0.01
390 (Lake/Pond),39004,Perennial,{B10A0C04-14DD-4DA1-8B7B-69710D71F41A},NA,NA,2012-07-25T00:00:00Z,NA,02080206016856,Henrico,1.05,0.01
390 (Lake/Pond),39004,Perennial,{BAB9F993-3292-4FC3-AC3C-34D6D63B2DC0},NA,NA,2012-10-16T00:00:00Z,NA,02080207113151,Chesterfield,1.05,0.01
390 (Lake/Pond),39004,Perennial,{F751256C-8DD1-44B7-879F-FA83DFD81DF3},NA,NA,2012-10-16T00:00:00Z,NA,02080207113530,Chesterfield,1.04,0.01
390 (Lake/Pond),39009,Perennial; Average Water Elevation,61495267,NA,NA,2002-11-15T00:00:00Z,74.7,02080207008339,Chesterfield,1.03,0.01
390 (Lake/Pond),39004,Perennial,{9FFD78F8-BFD9-472B-B5D0-9E97CAFDBC3B},NA,NA,2012-07-25T00:00:00Z,NA,02080206016682,Henrico,1.02,0.01
390 (Lake/Pond),39004,Perennial,62589098,NA,NA,2002-11-27T00:00:00Z,NA,02080205005127,Richmond City,1.02,0.01
390 (Lake/Pond),39004,Perennial,{2D5E3811-E92A-4813-B8E8-1CFDBC3FCF12},NA,NA,2012-07-25T00:00:00Z,NA,02080206016779,Chesterfield,1.02,0.01
390 (Lake/Pond),39004,Perennial,62588522,NA,NA,2002-11-27T00:00:00Z,NA,02080205004953,Henrico,1.01,0.01
390 (Lake/Pond),39004,Perennial,135652540,NA,NA,2005-05-17T10:39:17Z,NA,02080206014690,Henrico,1.01,0.01
390 (Lake/Pond),39004,Perennial,{19757587-AC3C-45A5-9153-53D9D2BBC7B3},NA,NA,2012-10-16T00:00:00Z,NA,02080207113316,Chesterfield,1.01,0.01
390 (Lake/Pond),39004,Perennial,135652709,NA,NA,2005-05-17T10:43:23Z,NA,02080206014818,Henrico,1,0.01
390 (Lake/Pond),39004,Perennial,61496021,NA,NA,2002-11-15T00:00:00Z,NA,02080207008666,Chesterfield,1,0.01
390 (Lake/Pond),39004,Perennial,61495461,NA,NA,2002-11-15T00:00:00Z,NA,02080207008429,Chesterfield,0.99,0.01
390 (Lake/Pond),39004,Perennial,61495061,NA,NA,2002-11-15T00:00:00Z,NA,02080207008243,Chesterfield,0.98,0.01
390 (Lake/Pond),39004,Perennial,61496835,NA,NA,2002-11-15T00:00:00Z,NA,02080207009011,Chesterfield,0.98,0.01
390 (Lake/Pond),39004,Perennial,135652577,NA,NA,2005-05-17T10:40:13Z,NA,02080206014723,Henrico,0.97,0.01
390 (Lake/Pond),39004,Perennial,135653026,NA,NA,2005-05-17T10:51:41Z,NA,02080206015103,Chesterfield,0.96,0.01
390 (Lake/Pond),39004,Perennial,135652705,NA,NA,2005-05-17T10:43:16Z,NA,02080206014814,Henrico,0.96,0.01
390 (Lake/Pond),39004,Perennial,135653205,NA,NA,2005-05-17T10:55:23Z,NA,02080206015221,Chesterfield,0.96,0.01
390 (Lake/Pond),39004,Perennial,62589810,NA,NA,2002-11-27T00:00:00Z,NA,02080205005404,Chesterfield,0.96,0.01
390 (Lake/Pond),39004,Perennial,61497221,NA,NA,2002-11-15T00:00:00Z,NA,02080207009181,Chesterfield,0.96,0.01
390 (Lake/Pond),39004,Perennial,61496791,NA,NA,2002-11-15T00:00:00Z,NA,02080207008997,Chesterfield,0.96,0.01
390 (Lake/Pond),39004,Perennial,135652682,NA,NA,2005-05-17T10:42:47Z,NA,02080206014798,Henrico,0.95,0.01
390 (Lake/Pond),39004,Perennial,62589852,NA,NA,2002-11-27T00:00:00Z,NA,02080205005424,Chesterfield,0.62,0.02
390 (Lake/Pond),39004,Perennial,135652612,NA,NA,2012-07-25T00:00:00Z,NA,02080206002449,Henrico,0.42,0.03
390 (Lake/Pond),39004,Perennial,135652804,NA,NA,2005-05-17T10:45:54Z,NA,02080206014904,Henrico,0.26,0.01
390 (Lake/Pond),39004,Perennial,135652785,NA,NA,2005-05-17T10:45:23Z,NA,02080206014888,Henrico,0.09,0.01
