FDT_STA_ID,MonthNum,Mean,Min,Max,Nobs,Month,key,model_slope,model_MAD,model_pval,model_intercept
2-JKS044.60,5,9.524866666666664,7.833,11.124,17,May,2-JKS044.60_5,0.024611538461537952,0.025894654423075564,1.8310546875000008e-4,-39.8285807692297
2-JKS044.60,6,8.259363636363632,7.695,8.99799999999999,14,June,2-JKS044.60_6,-0.05716470588235169,0.003248470520363245,9.765624999999999e-4,123.46337647058579
2-JKS044.60,7,6.611214285714282,4.593,8.53999999999999,16,July,2-JKS044.60_7,0.02400000000000002,0.027897589999999965,0.0327240583532801,-41.59400000000096
2-JKS044.60,8,5.521090909090904,4.26199999999999,6.73299999999999,14,August,2-JKS044.60_8,-0.053333333333332913,0.0453484659090912,0.024414062499999997,112.55999999999909
2-JKS044.60,9,3.6899999999999986,2.205,5.55,13,September,2-JKS044.60_9,-0.03556785714285714,0.05511966636363634,0.021484375000000014,75.7166642857143
2-JKS044.60,10,3.898699999999998,2.77,4.84999999999999,11,October,2-JKS044.60_10,-0.00975,0.049361858823529406,0.41421617824252505,23.94374999999991
2-JKS046.40,5,9.476466666666656,7.333,10.986,17,May,2-JKS046.40_5,0.0031884615384615202,0.04179221307692358,0.6787719726562501,3.0043807692308793
2-JKS046.40,6,8.08945454545454,7.42199999999999,9.35699999999999,14,June,2-JKS046.40_6,-0.050599999999999,0.019496190000001894,9.765624999999999e-4,109.72219999999811
2-JKS046.40,7,6.33371428571428,3.43599999999999,7.94299999999999,16,July,2-JKS046.40_7,-0.0018750000000009592,0.06631987500000137,0.9499321762217291,10.299250000001905
2-JKS046.40,8,5.172692307692305,4.019,6.8,15,August,2-JKS046.40_8,-0.04592499999999873,0.032060249605264074,0.0024414062500000017,97.1760249999973
2-JKS046.40,9,3.8263076923076893,2.362,4.926,13,September,2-JKS046.40_9,-0.0341682769726252,0.029753227439615608,0.0034179687500000026,72.63154428341464
2-JKS046.40,10,5.146785714285709,2.25,6.42799999999999,15,October,2-JKS046.40_10,0.03325624999999965,0.03865349999999963,0.012015867172801377,-61.16705624999922
2-JKS048.90,5,9.095153846153844,7,10.233,15,May,2-JKS048.90_5,-9.166666666678611e-4,0.03540590000000227,0.8925781250000002,10.76458333333585
2-JKS048.90,6,7.148555555555549,5.88199999999999,8.74499999999999,12,June,2-JKS048.90_6,-0.08144444444444474,0.0823607833333332,0.0078125,171.41044444444495
2-JKS048.90,7,5.51783333333333,4.729,6.924,14,July,2-JKS048.90_7,-0.04928260869565161,0.0378815043478282,0.005319949919678765,104.5779347826075
2-JKS048.90,8,3.8809230769230716,3.01299999999999,5.23299999999999,17,August,2-JKS048.90_8,-0.04447222222222166,0.03655733621794863,0.0034179687500000026,93.0356944444433
2-JKS048.90,9,4.497799999999998,3.362,6.73,10,September,2-JKS048.90_9,-0.06822051282051284,0.044169125000001884,0.06636912925875019,141.659876923077
4ABSA000.62,5,8.688684210526306,6.732,11.2,21,May,4ABSA000.62_5,0.016721590909091078,0.060963501136364694,1,-24.745397727272948
4ABSA000.62,6,7.071407407407405,5.035,10.548,30,June,4ABSA000.62_6,-0.02138750000000005,0.08693595749999826,0.8223382681608199,50.69910000000009
4ABSA000.62,7,5.739454545454541,3.72699999999999,8.13899999999999,22,July,4ABSA000.62_7,-0.07094642857142762,0.05435336013986072,3.619194030761718e-4,148.82405357142653
4ABSA000.62,8,4.382999999999996,3.232,5.44099999999999,26,August,4ABSA000.62_8,-0.022323076923076918,0.043762677179487224,0.031807839870452874,49.5461846153846
4ABSA000.62,9,3.3192222222222214,1.81299999999999,4.63,18,September,4ABSA000.62_9,-0.08023295454545454,0.03998948465909087,0.0010882278455951108,164.46161363636364
4ABSA000.62,10,4.591826086956519,2.423,7.1,25,October,4ABSA000.62_10,-0.07692857142857143,0.12475019999999973,0.0027263164520263668,157.58328571428572
4ABWR002.50,5,8.71533333333333,7.179,11.172,20,May,4ABWR002.50_5,0.10137500000000096,0.07739172000000083,0.06731744537473966,-194.77637500000233
4ABWR002.50,6,7.472590909090907,4.46499999999999,11.041,29,June,4ABWR002.50_6,0.10509065934065934,0.07400887254901888,0.0034767874777355957,-202.56567857142858
4ABWR002.50,7,5.946761904761896,4.093,10.0589999999999,22,July,4ABWR002.50_7,-0.012977777777776438,0.08336918666666547,0.33765983581542963,32.490466666664
4ABWR002.50,8,4.575190476190473,3.282,5.76799999999999,26,August,4ABWR002.50_8,0.017161363636364113,0.03326078318181958,0.005541801452636718,-29.919115909091957
4ABWR002.50,9,3.468149999999996,2.35199999999999,4.37,20,September,4ABWR002.50_9,-0.0013333333333333346,0.03179647499999999,0.7228208997111943,6.368333333333339
4ABWR002.50,10,4.141999999999997,3.027,6.12,25,October,4ABWR002.50_10,-0.03370098039215758,0.06656489852941282,0.168792724609375,71.83415686274657
4ABWR010.55,5,7.548899999999996,5.639,10.003,22,May,4ABWR010.55_5,-0.09118181818181822,0.1203808993006986,0.016023633189003173,191.089
4ABWR010.55,6,6.2826799999999965,2.67799999999999,12.891,32,June,4ABWR010.55_6,-0.17389010989010914,0.08352034307692364,1.0073184967041012e-5,356.66057142856994
4ABWR010.55,7,4.917909090909089,2.24,7.42199999999999,24,July,4ABWR010.55_7,-0.17369444444444415,0.06894090000000755,2.7648307089400286e-4,354.1844166666661
4ABWR010.55,8,4.164217391304344,1.823,6.03099999999999,26,August,4ABWR010.55_8,-0.1087666666666672,0.11354862749999572,4.935264587402343e-5,222.87323333333444
