FDT_STA_ID,MonthNum,Nobs,Month,key,model_slope,model_MAD,model_pval,model_intercept,variable
2-JKS044.60,8,14,August,2-JKS044.60_8,-0.11154761904761898,0.04664449332591779,0.004028320312500002,19.75144886363637,TRange
2-JKS046.40,8,15,August,2-JKS046.40_8,-0.07870689655172411,0.06492765517241379,0.08325195312500001,17.861451612903227,TRange
2-JKS048.90,8,17,August,2-JKS048.90_8,-0.05999999999999994,0.10271497727272724,0.03479003906250001,17.347058823529412,TRange
4ABSA000.62,8,26,August,4ABSA000.62_8,0.024999999999999988,0.10766499999999994,0.20600583969616187,9.475000000000001,TRange
4ABWR002.50,8,26,August,4ABWR002.50_8,-0.08803571428571427,0.10625299999999986,5.017817046066207e-4,14.155131578947369,TRange
4ABWR010.55,8,26,August,4ABWR010.55_8,0.03268907563025208,0.09466283333333325,0.06688320636749277,10.490840336134452,TRange
4ABWR017.42,8,24,August,4ABWR017.42_8,0.08227272727272725,0.0587187631578947,0.010507822036743181,4.827129186602873,TRange
4ACCK001.80,8,23,August,4ACCK001.80_8,0.019999999999999973,0.09686320000000001,0.3765220642089843,11.229374999999997,TRange
4ACOA000.60,8,24,August,4ACOA000.60_8,0.08236363636363639,0.07504780000000001,0.0194419622421265,7.180666666666667,TRange
4AGIL002.39,8,27,August,4AGIL002.39_8,0.05714285714285723,0.11319021739130465,0.0016869753599166868,7.550833333333337,TRange
4AROA018.36,8,11,August,4AROA018.36_8,0.026335227272727232,0.09429311931818185,0.7646484374999999,9.37994318181818,TRange
4AROA038.49,8,14,August,4AROA038.49_8,-0.003836206896551696,0.031913855799373045,0.18729252170151317,2.855054347826086,TRange
4AROA140.66,8,17,August,4AROA140.66_8,-0.013769230769230756,0.030119519629803523,0.07968139648437501,8.246428571428574,TRange
4AROA145.34,8,17,August,4AROA145.34_8,0.014000000000000012,0.030131336842105214,0.32894897460937506,5.705344827586207,TRange
4AROA158.22,8,23,August,4AROA158.22_8,-0.1441935483870968,0.1115503050803186,0.021372318267822262,15.452748387096776,TRange
4AROA163.76,8,27,August,4AROA163.76_8,-0.0703333333333333,0.0884463562499999,5.356669425964354e-4,14.262666666666668,TRange
4AROA167.34,8,24,August,4AROA167.34_8,-0.00562499999999998,0.09880811612903233,0.5945234550346752,11.7375,TRange
4AROA175.63,8,33,August,4AROA175.63_8,0.0010606060606060648,0.04812432954545453,0.4908933094702669,13.093611111111102,TRange
4AROA180.21,8,31,August,4AROA180.21_8,0.022222222222222258,0.047190419540229796,0.3777303956449031,12.387500000000003,TRange
4AROA183.64,8,32,August,4AROA183.64_8,0.04250000000000004,0.060244880769230666,0.18122152252443258,10.614423076923075,TRange
4AROA192.94,8,28,August,4AROA192.94_8,-0.0143181818181818,0.022826263636363663,0.01347585434262265,1.6861363636363635,TRange
4ASRE046.90,8,17,August,4ASRE046.90_8,-0.04664855072463774,0.11863485869565224,0.030517578125000003,21.420535714285712,TRange
4ASRE048.98,8,13,August,4ASRE048.98_8,0.07982142857142849,0.12039336538461544,0.5878906250000002,20.620000000000005,TRange
4ASRE052.31,8,14,August,4ASRE052.31_8,0.1373626373626372,0.07448300000000009,0.006713867187500003,17.021428571428572,TRange
4ASRE056.06,8,16,August,4ASRE056.06_8,-0.02142857142857148,0.19099065000000018,0.34868807754105313,15.492857142857144,TRange
4AWTH000.40,8,25,August,4AWTH000.40_8,0.0060784313725489115,0.05305382352941165,0.3957113623619079,10.045882352941181,TRange
8-NAR047.69,8,18,August,8-NAR047.69_8,0.01125000000000001,0.0836142794117647,0.6318194543788418,0.6299999999999996,TRange
8-NAR054.17,8,13,August,8-NAR054.17_8,-9.166666666666646e-4,0.10390555000000001,0.6354980468750002,1.9302499999999996,TRange
9-NEW087.14,8,28,August,9-NEW087.14_8,-0.004257246376811654,0.07253237068965507,0.7281656339764596,17.448712121212125,TRange
9-NEW089.34,8,27,August,9-NEW089.34_8,0.059982174688057006,0.11857024598930477,0.12860044836997983,12.920748663101605,TRange
9-NEW092.66,8,27,August,9-NEW092.66_8,0.014597069597069606,0.11939546153846153,0.45531769096851343,15.511499999999995,TRange
9-NEW098.32,8,22,August,9-NEW098.32_8,-0.0012500000000000104,0.06221625000000004,0.3241657687273932,2.7999999999999994,TRange
9-PKC000.00,8,26,August,9-PKC000.00_8,0.01857142857142858,0.1699342,0.9797367077252752,9.853333333333339,TRange
9-PKC004.16,8,17,August,9-PKC004.16_8,0.020298245614035086,0.014385678947368419,1.5258789062500003e-5,0.5263888888888882,TRange
