Year,StationID,TMin,TMean,TRange,DOMin,DOMean,DORange,TMax,DOMax
2014,4ABWR017.42,0.06032816017059588,0.0761375626900446,0.014655451565770257,-0.047439481893930324,-0.025364984401532207,0.04406665876870828,0.0749836117363661,-0.003372823125222123
2015,4ABWR017.42,0.05188538405971587,0.08617011798699734,0.0525607994221045,-0.05798579340235975,-0.04817204430532139,0.05589092222489767,0.10444618348182037,-0.0020948711774621035
2017,4ABWR017.42,0.09382405745062844,0.0911606822262119,0.009471374426491092,-0.04296628765210455,-0.04068232595252346,0.0441222820666268,0.10329543187711951,0.0011559944145222345
2018,4ABWR017.42,0.06625738972260119,0.091818838108231,0.062065995907230574,-0.04715637789904502,-0.024058435652569304,0.08538938153706233,0.1283233856298318,0.0382330036380173
2019,4ABWR017.42,0.06696765560836064,0.08269372029714395,0.022681677663452214,-0.050508236054076484,-0.019733931619988074,0.06584805979790521,0.08964933327181279,0.015339823743828748
2021,4ABWR017.42,0.055732855398432264,0.09649734115886079,0.06472052625359435,-0.07779572222003378,-0.03732256666797958,0.07942569031394019,0.1204533816520266,0.001629968093906319
2022,4ABWR017.42,0.09045052880601158,0.12118490815474536,0.04730413303645981,-0.05020178124130259,-0.02007681603117186,0.05958043417756761,0.13775466184247148,0.0093786529362649
2023,4ABWR017.42,0.09321650284531817,0.09321650284531817,0,0.014499482669425759,0.014499482669425759,0,0.09321650284531817,0.014499482669425759
2001,4ACCK001.80,0.07170275726017343,0.07096068266275181,0.006565582419599052,-0.05649332476946372,-0.03230992797173923,0.060175712253979906,0.07826833967977247,0.0036823874845162167
2002,4ACCK001.80,0.09308044923217969,0.10550813660325464,-0.021262892505156998,-0.038573229429291776,-0.02555821682328678,0.013510199404079758,0.07181755672702274,-0.025063030025211968
2003,4ACCK001.80,0.08335497484174646,0.06447118974192502,0.028104203863009224,-0.08574095114429478,-0.05836649894497652,0.07384353189417303,0.1114591787047557,-0.011897419250121733
2004,4ACCK001.80,0.056669809097336786,0.05618235917982562,0.024000314243066995,-0.08144787493125932,-0.0471046036609314,0.07283172283761487,0.08067012334040378,-0.00861615209364383
2005,4ACCK001.80,0.08007452497439976,0.08191847764250769,0.06903231311867106,-0.061273690573551906,-0.04773477225047041,0.040027735305621724,0.1491068380930708,-0.021245955267930237
2006,4ACCK001.80,0.07539236668450151,0.08338059568396648,0.05951489209916177,-0.06106206527554839,-0.04081817371143212,0.054030675940788274,0.13490725878366325,-0.007031389334760174
2007,4ACCK001.80,0.08705021649330613,0.08772313741103872,0.010598218284974868,-0.04020462931902047,-0.03370949345857096,0.031264676283126465,0.09764843477828099,-0.008939953035893669
2008,4ACCK001.80,0.10215693374023684,0.09668452904360415,0.0022190037759271548,-0.045983551440542156,-0.04194967154606107,0.023772823669373597,0.10437593751616406,-0.022210727771168465
2009,4ACCK001.80,0.07339117065670989,0.07135152646606634,2.855260267955094e-4,-0.07108499890182297,-0.05011717548868886,0.04995607291895452,0.07367669668350539,-0.0211289259828684
2010,4ACCK001.80,0.09320052460202612,0.09401184876989878,0.01948037264833575,-0.06588277858176558,-0.054233809696092615,0.04447132778581768,0.1126808972503619,-0.021411450795947928
2011,4ACCK001.80,0.07563307628178408,0.08133962067528135,0.06776000416840348,-0.07047728220091697,-0.052759769695706234,0.06102803251354731,0.14339308045018756,-0.009449249687369727
2012,4ACCK001.80,0.07825693446201348,0.08285063621359735,0.03844966192833946,-0.04708779215247832,-0.04022062503327474,0.0336128413991375,0.11670659639035295,-0.013474950753340403
2013,4ACCK001.80,0.062211292413013826,0.10423465488019672,0.046515569439367244,-0.06791997240427743,-0.05485615729561798,0.03542600896860986,0.10872686185238112,-0.03249396343566753
2014,4ACCK001.80,0.06169599361666389,0.06969433478918194,0.03823975306568119,-0.07767092222408872,-0.053320720645052916,0.050687468503275664,0.09993574668234508,-0.026983453720813035
2015,4ACCK001.80,0.06876522010615048,0.07014595691539183,0.058833905713393635,-0.06695597876990324,-0.04014174211676546,0.059350608804246,0.12759912581954416,-0.0076053699656571695
2017,4ACCK001.80,0.06724078341013827,0.07540063364055298,0.036899481566820255,-0.0637600806451613,-0.04864055299539178,0.05265841013824885,0.10414026497695848,-0.011101670506912421
2018,4ACCK001.80,0.08348888278891028,0.081462530881142,0.020111172110897604,-0.0764370024704913,-0.05855325281361526,0.0601043096349163,0.10360005489980784,-0.01633269283557509
2019,4ACCK001.80,0.08256838665471991,0.0758682338059348,0.01382728087281926,-0.07481025668054599,-0.05109234174880091,0.06353686818109948,0.09639566752753914,-0.011273388499446566
2022,4ACCK001.80,0.06482062987042932,0.0786054548808042,0.0780638170332457,-0.06221422972287546,-0.04803543597546847,0.05047586111495367,0.14288444690367502,-0.011738368607921797
2001,4ACOA000.60,0.07744259124969786,0.07261082910321487,0.024666424945612764,-0.07200386753686247,-0.05002888566594148,0.05583514624123761,0.1021090161953106,-0.01616872129562487
2002,4ACOA000.60,0.0773858071409492,0.07444653192057699,0.007099991096073367,-0.06959153236577333,-0.04755404683465399,0.05078243255275575,0.08448579823702251,-0.018809099813017538
2003,4ACOA000.60,0.09083891639965049,0.08915365569472763,0.0024905330614622295,-0.08431401106903587,-0.06932304107194874,0.05475968540635013,0.09332944946111274,-0.029554325662685718
2004,4ACOA000.60,0.07221444719560768,0.06192295546703986,-0.009834212509419786,-0.06299745218358632,-0.04518157677539751,0.04102522697096926,0.062380234686188,-0.02197222521261714
2005,4ACOA000.60,0.08716864716636193,0.08971857861060327,0.03195840950639858,-0.06094096612919239,-0.038559547064861206,0.05362050127470774,0.11912705667276051,-0.00732046485448464
2006,4ACOA000.60,0.08490045574478298,0.08414511873350926,-0.001715039577836412,0.012748860638042696,-0.024046653873830617,-0.0256536339649796,0.0831854161669465,-0.012904773326936986
2007,4ACOA000.60,0.10325665123673258,0.08296921026791973,-0.015387852433721406,-0.05578622527703744,-0.03260450273530654,0.05270491420021505,0.08786879880301113,-0.0030813110768223586
2008,4ACOA000.60,0.08640075802012362,0.08202289852456791,0.0012678788972612276,-0.06516717050940753,-0.048660154311239365,0.04435771330596037,0.08766863691738482,-0.020809457203447106
2010,4ACOA000.60,0.09905227697053333,0.0872169616040263,-0.014832778634629408,-0.07021267960061632,-0.05461380793895612,0.04250750872635766,0.08421949833590395,-0.027705170874259243
2011,4ACOA000.60,0.10289330922242314,0.08191591320072333,-0.0028028933092224245,-0.06871609403254972,-0.05954611211573164,0.03092224231464737,0.1000904159132007,-0.03779385171790236
2012,4ACOA000.60,0.07465459337669515,0.07346499171024104,0.003925944819963445,-0.05577944990009778,-0.039189070271648994,0.04525358160098626,0.07858053819665861,-0.010525868299111533
2013,4ACOA000.60,0.061006571087216195,0.08327956989247311,0.06869772998805256,-0.08104838709677407,-0.06172655316606928,0.05658602150537632,0.1297043010752688,-0.024462365591397833
2014,4ACOA000.60,0.07453658729218493,0.09125859890218375,0.021771906962050325,-0.08370532717292577,-0.05793065592544328,0.05162145085495398,0.09630849425423524,-0.0320838763179718
2015,4ACOA000.60,0.0760691066698772,0.07828714182518662,0.025357572838911657,-0.0797242956898627,-0.04198097760654943,0.08156152179147605,0.10142667950878888,0.0018372261016132876
2017,4ACOA000.60,0.07524037502493518,0.0766091162976262,0.0451934969080391,-0.06935966487133456,-0.054310392978255934,0.06846798324356645,0.12043387193297429,-8.916816277677636e-4
2018,4ACOA000.60,0.08919764665757161,0.08234927808094586,0.019125738972260102,-0.07719048431105047,-0.0583964586175534,0.07610646884947705,0.1083233856298317,-0.0010840154615734915
2019,4ACOA000.60,0.08208508282194432,0.08043074332118307,0.007327319706547287,-0.06972477275873207,-0.054508951229640557,0.05995201402666914,0.08941240252849168,-0.009772758732062941
2021,4ACOA000.60,0.07937310434474336,0.07779914917083543,0.03281561429077876,-0.0622919210619608,-0.0498943947689763,0.04921337692519795,0.11218871863552214,-0.013078544136762928
2022,4ACOA000.60,0.0946768021152241,0.09842440161424994,0.03436786807681599,-0.054847968271639354,-0.04472411633732266,0.038448719732813816,0.12904467019204013,-0.01639924853882556
2023,4ACOA000.60,0.09360967408173827,0.09360967408173827,0,-0.018953698913605883,-0.018953698913605883,0,0.09360967408173827,-0.018953698913605883
2001,4AGIL002.39,0.030495528160502793,0.0566458786560309,0.0571912013536379,-0.07962049794537104,-0.023718636693255964,0.09920836354846509,0.08768672951414065,0.019587865603094043
2002,4AGIL002.39,0.07549639390971419,0.07276885406464248,0.00601193126168642,-0.04148784614014774,-0.027881911673047842,0.052455257768675996,0.0815083251714006,0.010967411628528165
2003,4AGIL002.39,0.08266822021555495,0.09075852024468395,0.006583163413923701,-0.05538887270608799,-0.06995907369647539,3.932420623362703e-4,0.08925138362947864,-0.05499563064375182
2004,4AGIL002.39,0.07511034557002909,0.06440790181935625,-0.02663724118132558,-0.041021638497147184,-0.03445806868338906,0.024747909713998633,0.0484731043887035,-0.016273728783148526
2005,4AGIL002.39,0.09780621572212059,0.09716659049360139,0.02105804387568555,-0.00952353747714808,2.759369287020825e-4,0.03506055758683734,0.11886425959780615,0.0255370201096893
2006,4AGIL002.39,0.0794435116334853,0.08242696090189501,0.014859678579995213,-0.0550611657471816,-0.05620172703286163,0.032082034060925795,0.0943031902134805,-0.022979131686255705
2007,4AGIL002.39,0.09032589891055313,0.0962999485668864,-0.012210688736148124,-0.023953803712535644,-0.0034675036236966987,0.02758217608827791,0.07811521017440497,0.0036283723757414765
2008,4AGIL002.39,0.11209222578170822,0.08418745205973917,-0.030077155619726556,-0.04403059152641786,-0.02735245679736505,0.035868339123764824,0.08201507016198162,-0.008162252402653057
2010,4AGIL002.39,0.09659874989853078,0.0842888018507996,-0.01708945531293126,-0.03702816787076873,-0.025276929945612536,0.029616852017209167,0.07950929458559945,-0.007411315853559555
2011,4AGIL002.39,0.08318264014466543,0.08335714285714287,9.041591320072278e-4,-0.06356238698010849,-0.04142947558770342,0.04792043399638348,0.08408679927667267,-0.01564195298372514
2012,4AGIL002.39,0.07503294647791527,0.07514358287633384,0.013442162989414624,-0.030678484887131683,-0.024602622964757927,0.022611911745950782,0.08847510946732985,-0.008066573141180991
2013,4AGIL002.39,0.08643966547192349,0.09613351254480287,0.022685185185185183,-0.07346176821983272,-0.07045893070489843,0.05459976105137394,0.10912485065710878,-0.018862007168459104
2014,4AGIL002.39,0.08017493977806732,0.07369806105121823,0.0029870078584685916,-0.06772736247679974,-0.05709033289894566,0.04835840935118264,0.08316194763653591,-0.019368953125617008
2015,4AGIL002.39,0.07068986274981941,0.06610799422104503,0.0269215025282928,-0.049113893570912594,-0.04639056104021183,0.047618588971827594,0.09761136527811223,-0.001495304599085011
2017,4AGIL002.39,0.07688110911629768,0.08040823857969286,0.03207360861759426,-0.051470177538400184,-0.056375024935168536,0.029378615599441518,0.10895471773389191,-0.02209156193895876
2018,4AGIL002.39,0.0847521600727604,0.08782824579354256,0.036202251023192356,-0.035676728058208276,-0.04717795020463852,0.03455803774442922,0.12095441109595266,-0.001118690313778975
2019,4AGIL002.39,0.08229871268398467,0.07864981774558212,-3.5528076408430075e-5,-0.04685576523785354,-0.05213939002445448,0.028011350528307142,0.0822631846075762,-0.018844414709546498
2021,4AGIL002.39,0.08139579312246426,0.08543187458147868,0.0405739157836688,-0.030526844447945786,-0.05485699373695185,7.046913774766808e-4,0.12196970890613308,-0.02982215307046922
2022,4AGIL002.39,0.10601899526857789,0.11197328138046211,0.030905928193709985,-0.03576224603395494,-0.03771538408015584,0.007175062621764004,0.1369249234622878,-0.028587183412190395
2023,4AGIL002.39,0.10158820486290744,0.10158820486290744,0,-0.022128815312985037,-0.022128815312985037,0,0.10158820486290744,-0.022128815312985037
2005,4AROA018.36,0.05650597989581041,0.08880132438183283,0.021869909751265678,-0.07375669528211905,-0.0627585479492259,0.04667198620588452,0.07837588964707612,-0.027084709076234517
2010,4AROA018.36,0.0513328530259366,0.08238421160971598,0.03928314121037463,-0.08442517496912309,-0.058237031700288204,0.05718917249897072,0.0906159942363112,-0.027236002470152367
2012,4AROA018.36,0.013245760687843324,0.05529316933365175,0.090016718414139,-0.07999999999999999,-0.06629269166467643,0.05666825889658466,0.10326247910198239,-0.02333174110341531
2014,4AROA018.36,0.07956212651967857,0.10020121574283955,0.009889758912013156,-0.08852359365341028,-0.06881990521327021,0.06210488357716878,0.08945188543169176,-0.02641871007624148
2016,4AROA018.36,0.07447357163228442,0.10975636942675152,0.045362914725734386,-0.07028733719935353,-0.07576761098963776,0.03723595398802165,0.11983648635801875,-0.03305138321133187
2018,4AROA018.36,0.07926360819660584,0.10146778395887616,0.02565576367861418,-0.06636627702274482,-0.043728874727131876,0.04677205830575318,0.10491937187522005,-0.01959421871699178
2019,4AROA018.36,0.10173864943800344,0.11853666253650776,0.014173599433578174,-0.07225219045933264,-0.0647145101336402,0.049210770864678316,0.11591224887158162,-0.023041419594654413
2021,4AROA018.36,0.0720380233762391,0.10271058341963807,0.03470779701139221,-0.06373107461656066,-0.045948315825812595,0.044631355723233214,0.10674582038763132,-0.019099718893327452
2022,4AROA018.36,0.04986694677871148,0.08452135854341732,0.04476890756302521,-0.054835434173669456,-0.04674212184873947,0.03485644257703076,0.09463585434173669,-0.019978991596638712
2023,4AROA018.36,0.08543057961090747,0.08543057961090747,0,-0.027229024851975658,-0.027229024851975658,0,0.08543057961090747,-0.027229024851975658
2002,4AROA038.49,0.05192555956073435,0.05192555956073435,-0,-0.03371321988431549,-0.03371321988431549,-0,0.05192555956073435,-0.03371321988431549
2005,4AROA038.49,0.10449910853576999,0.10312142485699428,-0.011953235272268038,-0.05133273902384666,-0.037358870069088536,0.027587474927568526,0.092545873263502,-0.023745264096278137
2010,4AROA038.49,0.09999999999999996,0.10370871277381243,0.01023873984740341,-0.04745262121585042,-0.036382599064730445,0.03750922963327586,0.11023873984740337,-0.009943391582573888
2012,4AROA038.49,0.12864539773528164,0.11731029460132493,-0.026280364610252308,-0.04833364657238169,-0.028199267020626757,0.021380914344782214,0.10236503312502931,-0.0269527322275995
2014,4AROA038.49,0.12873407881360996,0.11655597081863313,-0.02294085989355976,-0.0339619087484304,-0.024511810081923022,0.01384560186569397,0.10579321892005025,-0.02011630688273643
2016,4AROA038.49,0.15465534139170198,0.14858288607831235,-0.024993232837074705,-0.04098940588976525,-0.021108437952116445,0.020846595416997234,0.1296621085546273,-0.020142810472767968
2018,4AROA038.49,0.09804768146813038,0.10272173521219069,0.009809315090938882,-0.012195027035884012,0.001411703260691372,0.028127560216287064,0.10785699655906927,0.015932533180403042
2019,4AROA038.49,0.12453225949199047,0.11935872643596783,-0.005652933887954674,-0.060299362775466894,-0.01906927604212764,0.05679484910169046,0.11887932560403583,-0.003504513673776402
2021,4AROA038.49,0.10450115894856254,0.09909066923114865,-0.003419144843911817,-0.004795827785175339,0.006717463135572384,0.013480297874439023,0.10108201410465059,0.008684470089263721
2022,4AROA038.49,0.10121498599439777,0.09435626750700284,-0.014084383753501394,-0.025528711484593822,-0.011119047619047591,0.023188025210084038,0.08713060224089636,-0.0023406862745098188
2023,4AROA038.49,0.08495931848390872,0.08495931848390872,0,-0.017685584242961294,-0.017685584242961294,0,0.08495931848390872,-0.017685584242961294
2000,4AROA140.66,0.06819676277187657,0.09087733940313607,0.05858624178047547,-0.08813364055299544,-0.058463222261609375,0.07772952853598014,0.12678300455235206,-0.010404112017015256
2003,4AROA140.66,0.09533278099972384,0.11438138635735982,0.04451808892571112,-0.06710853355426592,-0.03979964098315298,0.06491024578845621,0.13985086992543494,-0.0021982877658105774
2006,4AROA140.66,0.06931891542930924,0.08353297826554765,0.02549494297396172,-0.06897460727350979,-0.0513449537335917,0.05910264686894765,0.09481385840327092,-0.009871960404562154
