StationID,model_slope,model_MAD,model_pval,model_intcpt,variable
2-JKS044.60,4.2309817942516885e-4,8.433828290883192e-4,0.26188259479482556,-0.8659752391740947,DOMax
2-JKS046.40,3.596000680378288e-4,5.224972263386282e-4,0.15304188415882009,-0.738459070068276,DOMax
2-JKS048.90,-3.050637435460656e-4,7.774739145549436e-4,0.3586391704612435,0.5937086180593159,DOMax
2-JKS053.48,4.4773983306078545e-4,8.954068032471057e-4,0.08293108208496205,-0.9174626862943357,DOMax
2-XDD000.40,0.010105698577138025,0.003410130261989788,0.0355223366234146,-20.313748799635217,DOMax
4ABSA000.62,-2.963876327401815e-4,4.68246733737647e-4,0.28729527847216224,0.5833579435282711,DOMax
4ABWR002.50,-9.285824323419968e-5,4.266543167563795e-4,0.4413337707519531,0.17393196436902839,DOMax
4ABWR010.55,-0.0010084341569349465,4.1761324744490663e-4,0.0061798095703125,2.021507206207446,DOMax
4ABWR017.42,7.556131232408893e-4,4.3578643094894896e-4,3.814697265625e-6,-1.5209185242514485,DOMax
4ACCK001.80,-8.115317967735718e-7,5.491195629169026e-4,0.70855712890625,-0.011842148778232114,DOMax
4ACOA000.60,2.4092419960569574e-4,5.497202153390906e-4,0.07615312744866512,-0.4961987177359627,DOMax
4AGIL002.39,-0.0012847343059891048,8.360639378221495e-4,0.004287476180367694,2.572111451173104,DOMax
4AROA018.36,4.4202407254845575e-4,1.7859148700931555e-4,0.018981154094982938,-0.9145837831427077,DOMax
4AROA038.49,0.0016113753027942788,6.975146917938934e-4,0.0019531249999999998,-3.2568712500154255,DOMax
4AROA140.66,4.932755371120382e-5,9.980964336129112e-4,0.5559944368332341,-0.10882303314923705,DOMax
4AROA145.34,3.09274522257297e-4,4.424482081233017e-4,0.018554687499999997,-0.6390418013267009,DOMax
4AROA158.22,-4.7241567048626407e-4,5.602442648819906e-4,0.01754665374755859,0.9255162030260129,DOMax
4AROA163.76,-1.253450075284694e-4,3.909310059801118e-4,0.0642179087696856,0.23389965513255542,DOMax
4AROA167.34,3.101854606840786e-4,0.001303241660654995,0.8116779327392577,-0.6369850035528672,DOMax
4AROA175.63,-5.63174336112883e-4,5.324700531355044e-4,5.517005920410155e-4,1.1284311896562151,DOMax
4AROA180.21,-6.054112831947959e-4,8.744474987373342e-4,0.019557237625122067,1.2083533722738764,DOMax
4AROA183.64,-8.933534163276359e-4,0.0013117906984933384,0.008262157440185545,1.8238635755822787,DOMax
4AROA192.55,-0.001492845851354905,0.001418689537786195,0.03125000000000001,2.9945449716866963,DOMax
4AROA192.94,-4.1089195169486314e-4,9.841614533059693e-4,0.07486915588378905,0.8197704374485077,DOMax
4AROA196.05,4.872364750125581e-4,0.0010903439015641017,0.21616744995117188,-0.9961316240354527,DOMax
4ASRE046.90,0.0010002058672041799,0.0013328891233113027,0.024414062499999997,-2.0189635573416065,DOMax
4ASRE048.98,-2.073915104608096e-4,4.5116075422993625e-4,0.6376953124999999,0.40071653684982544,DOMax
4ASRE052.31,-0.0019280795030243803,7.057593560981039e-4,0.12890625,3.850915813772675,DOMax
4ASRE056.06,-3.519858066795789e-4,1.8471894087116847e-4,0.17480468749999997,0.6938340683241478,DOMax
4AWTH000.40,-1.4280678844955813e-4,4.464363942012227e-4,0.3554162979125976,0.26177254763715657,DOMax
5ASRN000.66,0.005327058362246657,0.0019783900083796533,0.020706216472488832,-10.736617645185905,DOMax
8-NAR047.69,-6.159831942539121e-4,5.570261245805641e-4,0.0014731066000260907,1.2116684568960352,DOMax
8-NAR054.17,-4.888296846904108e-4,4.34954648674708e-4,0.002516496563841506,0.971544885644682,DOMax
9-NEW087.14,8.694865248559966e-4,7.737856122026118e-4,0.001087347004647457,-1.7651888132497544,DOMax
9-NEW089.34,8.740097326411197e-4,5.849072996885469e-4,9.523796883977123e-4,-1.7712397382711345,DOMax
9-NEW092.66,2.2246284567209278e-4,9.250662586623933e-4,0.5378663291836963,-0.4669923247718169,DOMax
9-NEW098.32,4.890305223542925e-4,8.428083601013022e-4,0.22461498842054986,-0.9953910926980805,DOMax
9-PKC000.00,3.0394513420319567e-4,6.577345387017247e-4,0.47490501403808594,-0.6245385673382595,DOMax
9-PKC004.16,-6.640447937610332e-4,8.786973008160826e-4,0.039989471435546875,1.3165631250182663,DOMax
2-JKS044.60,-3.250686468164836e-4,7.601636733330087e-4,0.4752458321391804,0.6059314486804332,DOMean
2-JKS046.40,-2.0805290285449743e-4,3.0045692996152266e-4,0.3586391704612435,0.3688004496635339,DOMean
2-JKS048.90,-4.515318759242135e-4,3.4321353768531384e-4,0.06636912925875019,0.847400647634055,DOMean
4ABSA000.62,-5.395099057368494e-4,5.109327389653186e-4,0.028951121855457375,1.0357889593156482,DOMean
4ABWR002.50,1.1755439209041167e-4,5.604898198634401e-4,0.3524589538574219,-0.28274804959932426,DOMean
4ABWR010.55,-6.245775000201471e-4,7.026630045601892e-4,0.020412445068359375,1.2133974234626663,DOMean
4ABWR017.42,-4.9529129296950296e-5,0.0010904454735706877,0.59488677978515625,0.07412182005854302,DOMean
4ACCK001.80,-6.211363155717705e-4,4.072796036164891e-4,3.35693359375e-4,1.1976478189164927,DOMean
4ACOA000.60,-1.1981344004856279e-4,5.93336052178253e-4,0.40909767150878906,0.18782285963533998,DOMean
4AGIL002.39,-0.0013588018562486863,7.961460997310233e-4,0.011729658907247344,2.6912815577416467,DOMean
4AROA018.36,0.0013589114357160405,8.406178659494612e-4,0.005857099085284128,-2.7896490174895296,DOMean
4AROA038.49,0.001683292226874049,7.218729142003452e-4,9.765624999999999e-4,-3.414625567330198,DOMean
4AROA140.66,1.1371341175458784e-4,4.389125796772981e-4,0.5561465266861163,-0.28340507549245525,DOMean
4AROA145.34,-1.8911626091114742e-4,7.192801412333984e-4,0.5771484374999999,0.33757464012109595,DOMean
4AROA158.22,-2.1418915133966917e-4,5.055943589374475e-4,0.30381584167480463,0.3769910296696032,DOMean
4AROA163.76,6.596393286102109e-5,5.869368786115351e-4,0.6034228307778153,-0.18439795761365552,DOMean
4AROA167.34,7.638043740132288e-5,5.158597655289777e-4,0.3737249374389648,-0.20591554836444267,DOMean
4AROA175.63,-5.747570672396989e-4,8.972921627030989e-4,0.025422573089599606,1.111812867246305,DOMean
4AROA180.21,-8.664790631704454e-4,8.420025883727492e-4,4.75168228149414e-4,1.6865249818935895,DOMean
4AROA183.64,-7.968162384503395e-4,3.8499151579467043e-4,6.387233734130858e-4,1.5532618804184932,DOMean
4AROA192.94,-2.6256666565409195e-4,3.942913480804409e-4,0.0014584064483642576,0.5155061899202964,DOMean
4ASRE046.90,-0.0010472660947954684,9.380757158627991e-4,0.018554687499999997,2.073336952134751,DOMean
4ASRE048.98,-0.001169674770057917,8.552840517540896e-4,0.03222656249999999,2.3083175371075852,DOMean
4ASRE052.31,-8.185818355633057e-4,3.357289717795453e-4,0.01953125,1.5892531553125315,DOMean
4ASRE056.06,2.3594096013977207e-4,5.685007114009475e-4,0.20605468749999997,-0.5193459663561097,DOMean
4AWTH000.40,-4.274413251481225e-6,3.7439760856610756e-4,0.5167608261108397,-0.04287104169675361,DOMean
8-NAR047.69,-0.001431628798358888,0.0010604570200051257,3.002223490125602e-4,2.857831924847967,DOMean
8-NAR054.17,-4.9903459257127566e-5,8.00984699447388e-4,0.14655224568852065,0.07043910103523641,DOMean
9-NEW087.14,3.6355938997552356e-4,5.009571577641027e-4,0.008483827620686083,-0.7861916244475605,DOMean
9-NEW089.34,-2.0250031627206885e-4,3.622719918320506e-4,0.9256336101869982,0.35568941117444985,DOMean
9-NEW092.66,6.363035848406006e-4,6.585515201395788e-4,0.04577395168746874,-1.3245759894688613,DOMean
9-NEW098.32,-2.6244367923858357e-4,7.640127286483175e-4,0.31651234626770064,0.518011051414291,DOMean
9-PKC000.00,-2.116239068974352e-4,0.001118311034273004,0.896031834582902,0.38702875470431153,DOMean
9-PKC004.16,-8.535286705782696e-4,0.0011535656919074689,0.019622173738424495,1.704700818982629,DOMean
2-JKS044.60,1.2191445301146822e-4,5.748701822189023e-4,1,-0.31770116042699365,DOMin
2-JKS046.40,1.1852334917114874e-4,2.992338980323203e-4,0.130859375,-0.3142175168670205,DOMin
2-JKS048.90,1.7185340181514997e-4,5.829237080183361e-4,1,-0.42800760962899886,DOMin
4ABSA000.62,-5.067052875441072e-4,5.689639270613464e-4,0.11398696899414063,0.9616201576333573,DOMin
4ABWR002.50,8.29783266915636e-5,0.0011964434040008997,0.73809051513671875,-0.22264731571915805,DOMin
4ABWR010.55,-2.0407265802703002e-4,9.771279106672265e-4,0.73809051513671875,0.37207019016098475,DOMin
